csv_name,display_name,slug,path,status
Talonflame,Talonflame,talonflame,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\talonflame.png,ok
Vivillon,Vivillon,vivillon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\vivillon.png,ok
Pyroar,Pyroar,pyroar,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\pyroar.png,ok
Floette,Floette,floette,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\floette.png,ok
Florges,Florges,florges,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\florges.png,ok
Gogoat,Gogoat,gogoat,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gogoat.png,ok
Pangoro,Pangoro,pangoro,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\pangoro.png,ok
Furfrou,Furfrou,furfrou,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\furfrou.png,ok
Meowstic  Male,Meowstic (Male),meowstic-male,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\meowstic-male.png,ok
Meowstic  Female,Meowstic (Female),meowstic-female,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\meowstic-female.png,ok
Aromatisse,Aromatisse,aromatisse,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\aromatisse.png,ok
Slurpuff,Slurpuff,slurpuff,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\slurpuff.png,ok
Malamar,Malamar,malamar,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\malamar.png,ok
Barbaracle,Barbaracle,barbaracle,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\barbaracle.png,ok
Dragalge,Dragalge,dragalge,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\dragalge.png,ok
Clawitzer,Clawitzer,clawitzer,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\clawitzer.png,ok
Heliolisk,Heliolisk,heliolisk,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\heliolisk.png,ok
Tyrantrum,Tyrantrum,tyrantrum,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\tyrantrum.png,ok
Aurorus,Aurorus,aurorus,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\aurorus.png,ok
Sylveon,Sylveon,sylveon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\sylveon.png,ok
Hawlucha,Hawlucha,hawlucha,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\hawlucha.png,ok
Dedenne,Dedenne,dedenne,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\dedenne.png,ok
Carbink,Carbink,carbink,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\carbink.png,ok
Goodra,Goodra,goodra,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\goodra.png,ok
Goodra  Hisuian Goodra,Goodra (Hisuian Goodra),goodra-hisuian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\goodra-hisuian.png,ok
Klefki,Klefki,klefki,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\klefki.png,ok
Trevenant,Trevenant,trevenant,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\trevenant.png,ok
Gourgeist  Average Size,Gourgeist (Average Size),gourgeist-average,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gourgeist-average.png,ok
Gourgeist  Small Size,Gourgeist (Small Size),gourgeist-small,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gourgeist-small.png,ok
Gourgeist  Large Size,Gourgeist (Large Size),gourgeist-large,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gourgeist-large.png,ok
Gourgeist  Super Size,Gourgeist (Super Size),gourgeist-super,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gourgeist-super.png,ok
Avalugg,Avalugg,avalugg,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\avalugg.png,ok
Avalugg  Hisuian Avalugg,Avalugg (Hisuian Avalugg),avalugg-hisuian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\avalugg-hisuian.png,ok
Noivern,Noivern,noivern,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\noivern.png,ok
Xerneas,Xerneas,xerneas,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\xerneas.png,ok
Yveltal,Yveltal,yveltal,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\yveltal.png,ok
Zygarde  50% Forme,Zygarde (50% Forme),zygarde-50,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\zygarde-50.png,ok
Zygarde  10% Forme,Zygarde (10% Forme),zygarde-10,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\zygarde-10.png,ok
Diancie,Diancie,diancie,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\diancie.png,ok
Hoopa  Hoopa Confined,Hoopa (Hoopa Confined),hoopa,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\hoopa.png,ok
Hoopa  Hoopa Unbound,Hoopa (Hoopa Unbound),hoopa-unbound,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\hoopa-unbound.png,ok
Volcanion,Volcanion,volcanion,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\volcanion.png,ok
Decidueye,Decidueye,decidueye,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\decidueye.png,ok
Decidueye  Hisuian Decidueye,Decidueye (Hisuian Decidueye),decidueye-hisuian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\decidueye-hisuian.png,ok
Incineroar,Incineroar,incineroar,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\incineroar.png,ok
Primarina,Primarina,primarina,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\primarina.png,ok
Toucannon,Toucannon,toucannon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\toucannon.png,ok
Gumshoos,Gumshoos,gumshoos,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\gumshoos.png,ok
Vikavolt,Vikavolt,vikavolt,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\vikavolt.png,ok
Crabominable,Crabominable,crabominable,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\crabominable.png,ok
Oricorio  Baile Style,Oricorio (Baile Style),oricorio-baile,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\oricorio-baile.png,ok
Oricorio  Pom-Pom Style,Oricorio (Pom-Pom Style),oricorio-pom-pom,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\oricorio-pom-pom.png,ok
Oricorio  Pa'u Style,Oricorio (Pa'u Style),oricorio-pau,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\oricorio-pau.png,ok
Oricorio  Sensu Style,Oricorio (Sensu Style),oricorio-sensu,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\oricorio-sensu.png,ok
Ribombee,Ribombee,ribombee,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\ribombee.png,ok
Lycanroc  Midday Form,Lycanroc (Midday Form),lycanroc-midday,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\lycanroc-midday.png,ok
Lycanroc  Midnight Form,Lycanroc (Midnight Form),lycanroc-midnight,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\lycanroc-midnight.png,ok
Lycanroc  Dusk Form,Lycanroc (Dusk Form),lycanroc-dusk,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\lycanroc-dusk.png,ok
Toxapex,Toxapex,toxapex,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\toxapex.png,ok
Mudsdale,Mudsdale,mudsdale,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\mudsdale.png,ok
Araquanid,Araquanid,araquanid,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\araquanid.png,ok
Lurantis,Lurantis,lurantis,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\lurantis.png,ok
Shiinotic,Shiinotic,shiinotic,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\shiinotic.png,ok
Salazzle,Salazzle,salazzle,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\salazzle.png,ok
Bewear,Bewear,bewear,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\bewear.png,ok
Tsareena,Tsareena,tsareena,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\tsareena.png,ok
Comfey,Comfey,comfey,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\comfey.png,ok
Oranguru,Oranguru,oranguru,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\oranguru.png,ok
Passimian,Passimian,passimian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\passimian.png,ok
Golisopod,Golisopod,golisopod,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\golisopod.png,ok
Palossand,Palossand,palossand,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\palossand.png,ok
Pyukumuku,Pyukumuku,pyukumuku,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\pyukumuku.png,ok
Silvally,Silvally,silvally,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\silvally.png,ok
Komala,Komala,komala,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\komala.png,ok
Turtonator,Turtonator,turtonator,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\turtonator.png,ok
Togedemaru,Togedemaru,togedemaru,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\togedemaru.png,ok
Mimikyu,Mimikyu,mimikyu,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\mimikyu.png,ok
Bruxish,Bruxish,bruxish,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\bruxish.png,ok
Drampa,Drampa,drampa,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\drampa.png,ok
Dhelmise,Dhelmise,dhelmise,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\dhelmise.png,ok
Kommo-o,Kommo-o,kommo-o,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\kommo-o.png,ok
Tapu Koko,Tapu Koko,tapu-koko,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\tapu-koko.png,ok
Tapu Lele,Tapu Lele,tapu-lele,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\tapu-lele.png,ok
Tapu Bulu,Tapu Bulu,tapu-bulu,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\tapu-bulu.png,ok
Tapu Fini,Tapu Fini,tapu-fini,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\tapu-fini.png,ok
Solgaleo,Solgaleo,solgaleo,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\solgaleo.png,ok
Lunala,Lunala,lunala,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\lunala.png,ok
Nihilego,Nihilego,nihilego,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\nihilego.png,ok
Buzzwole,Buzzwole,buzzwole,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\buzzwole.png,ok
Pheromosa,Pheromosa,pheromosa,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\pheromosa.png,ok
Xurkitree,Xurkitree,xurkitree,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\xurkitree.png,ok
Celesteela,Celesteela,celesteela,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\celesteela.png,ok
Kartana,Kartana,kartana,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\kartana.png,ok
Guzzlord,Guzzlord,guzzlord,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\guzzlord.png,ok
Necrozma,Necrozma,necrozma,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\necrozma.png,ok
Necrozma  Dusk Mane Necrozma,Necrozma (Dusk Mane Necrozma),necrozma-dusk-mane,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\necrozma-dusk-mane.png,ok
Necrozma  Dawn Wings Necrozma,Necrozma (Dawn Wings Necrozma),necrozma-dawn-wings,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\necrozma-dawn-wings.png,ok
Magearna,Magearna,magearna,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\magearna.png,ok
Marshadow,Marshadow,marshadow,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\marshadow.png,ok
Naganadel,Naganadel,naganadel,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\naganadel.png,ok
Stakataka,Stakataka,stakataka,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\stakataka.png,ok
Blacephalon,Blacephalon,blacephalon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\blacephalon.png,ok
Zeraora,Zeraora,zeraora,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\zeraora.png,ok
Melmetal,Melmetal,melmetal,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\melmetal.png,ok
Rillaboom,Rillaboom,rillaboom,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\rillaboom.png,ok
Cinderace,Cinderace,cinderace,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\cinderace.png,ok
Inteleon,Inteleon,inteleon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\inteleon.png,ok
Greedent,Greedent,greedent,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\greedent.png,ok
Corviknight,Corviknight,corviknight,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\corviknight.png,ok
Orbeetle,Orbeetle,orbeetle,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\orbeetle.png,ok
Thievul,Thievul,thievul,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\thievul.png,ok
Eldegoss,Eldegoss,eldegoss,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\eldegoss.png,ok
Dubwool,Dubwool,dubwool,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\dubwool.png,ok
Drednaw,Drednaw,drednaw,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\drednaw.png,ok
Boltund,Boltund,boltund,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\boltund.png,ok
Coalossal,Coalossal,coalossal,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\coalossal.png,ok
Flapple,Flapple,flapple,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\flapple.png,ok
Appletun,Appletun,appletun,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\appletun.png,ok
Sandaconda,Sandaconda,sandaconda,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\sandaconda.png,ok
Cramorant,Cramorant,cramorant,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\cramorant.png,ok
Barraskewda,Barraskewda,barraskewda,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\barraskewda.png,ok
Toxtricity  Amped Form,Toxtricity (Amped Form),toxtricity-amped,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\toxtricity-amped.png,ok
Centiskorch,Centiskorch,centiskorch,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\centiskorch.png,ok
Grapploct,Grapploct,grapploct,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\grapploct.png,ok
Polteageist,Polteageist,polteageist,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\polteageist.png,ok
Hatterene,Hatterene,hatterene,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\hatterene.png,ok
Grimmsnarl,Grimmsnarl,grimmsnarl,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\grimmsnarl.png,ok
Obstagoon,Obstagoon,obstagoon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\obstagoon.png,ok
Perrserker,Perrserker,perrserker,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\perrserker.png,ok
Cursola,Cursola,cursola,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\cursola.png,ok
Sirfetch'd,Sirfetch'd,sirfetchd,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\sirfetchd.png,ok
Mr. Rime,Mr. Rime,mr-rime,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\mr-rime.png,ok
Runerigus,Runerigus,runerigus,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\runerigus.png,ok
Alcremie,Alcremie,alcremie,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\alcremie.png,ok
Falinks,Falinks,falinks,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\falinks.png,ok
Pincurchin,Pincurchin,pincurchin,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\pincurchin.png,ok
Frosmoth,Frosmoth,frosmoth,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\frosmoth.png,ok
Stonjourner,Stonjourner,stonjourner,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\stonjourner.png,ok
Indeedee  Male,Indeedee (Male),indeedee-male,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\indeedee-male.png,ok
Indeedee  Female,Indeedee (Female),indeedee-female,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\indeedee-female.png,ok
Copperajah,Copperajah,copperajah,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\copperajah.png,ok
Dracozolt,Dracozolt,dracozolt,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\dracozolt.png,ok
Arctozolt,Arctozolt,arctozolt,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\arctozolt.png,ok
Dracovish,Dracovish,dracovish,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\dracovish.png,ok
Arctovish,Arctovish,arctovish,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\arctovish.png,ok
Dragapult,Dragapult,dragapult,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\dragapult.png,ok
Zacian  Hero of Many Battles,Zacian (Hero of Many Battles),zacian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\zacian.png,ok
Zacian  Crowned Sword,Zacian (Crowned Sword),zacian-crowned,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\zacian-crowned.png,ok
Zamazenta  Hero of Many Battles,Zamazenta (Hero of Many Battles),zamazenta,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\zamazenta.png,ok
Zamazenta  Crowned Shield,Zamazenta (Crowned Shield),zamazenta-crowned,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\zamazenta-crowned.png,ok
Eternatus,Eternatus,eternatus,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\eternatus.png,ok
Urshifu  Single Strike Style,Urshifu (Single Strike Style),urshifu,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\urshifu.png,ok
Urshifu  Rapid Strike Style,Urshifu (Rapid Strike Style),urshifu-rapid-strike,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\urshifu-rapid-strike.png,ok
Zarude,Zarude,zarude,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\zarude.png,ok
Regieleki,Regieleki,regieleki,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\regieleki.png,ok
Regidrago,Regidrago,regidrago,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\regidrago.png,ok
Glastrier,Glastrier,glastrier,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\glastrier.png,ok
Spectrier,Spectrier,spectrier,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\spectrier.png,ok
Calyrex,Calyrex,calyrex,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\calyrex.png,ok
Calyrex  Ice Rider,Calyrex (Ice Rider),calyrex-ice-rider,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\calyrex-ice-rider.png,ok
Calyrex  Shadow Rider,Calyrex (Shadow Rider),calyrex-shadow-rider,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\calyrex-shadow-rider.png,ok
Wyrdeer,Wyrdeer,wyrdeer,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\wyrdeer.png,ok
Kleavor,Kleavor,kleavor,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\kleavor.png,ok
Ursaluna,Ursaluna,ursaluna,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\ursaluna.png,ok
Ursaluna  Bloodmoon,Ursaluna (Bloodmoon),ursaluna-bloodmoon,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\ursaluna-bloodmoon.png,ok
Basculegion  Male,Basculegion (Male),basculegion-male,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\basculegion-male.png,ok
Basculegion  Female,Basculegion (Female),basculegion-female,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\basculegion-female.png,ok
Sneasler,Sneasler,sneasler,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\sneasler.png,ok
Overqwil,Overqwil,overqwil,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\overqwil.png,ok
Enamorus  Incarnate Forme,Enamorus (Incarnate Forme),enamorus-incarnate,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\enamorus-incarnate.png,ok
Enamorus  Therian Forme,Enamorus (Therian Forme),enamorus-therian,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\enamorus-therian.png,ok
Meowscarada,Meowscarada,meowscarada,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\meowscarada.png,ok
Skeledirge,Skeledirge,skeledirge,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\skeledirge.png,ok
Quaquaval,Quaquaval,quaquaval,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\quaquaval.png,ok
Oinkologne  Male,Oinkologne (Male),oinkologne-male,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\oinkologne-male.png,ok
Oinkologne  Female,Oinkologne (Female),oinkologne-female,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\oinkologne-female.png,ok
Spidops,Spidops,spidops,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\spidops.png,ok
Lokix,Lokix,lokix,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\lokix.png,ok
Pawmot,Pawmot,pawmot,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\pawmot.png,ok
Maushold  Family of Three,Maushold (Family of Three),maushold,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\maushold.png,ok
Dachsbun,Dachsbun,dachsbun,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\dachsbun.png,ok
Arboliva,Arboliva,arboliva,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\arboliva.png,ok
Squawkabilly  Green Plumage,Squawkabilly (Green Plumage),squawkabilly-green,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\squawkabilly-green.png,ok
Garganacl,Garganacl,garganacl,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\garganacl.png,ok
Armarouge,Armarouge,armarouge,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\armarouge.png,ok
Ceruledge,Ceruledge,ceruledge,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\ceruledge.png,ok
Bellibolt,Bellibolt,bellibolt,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\bellibolt.png,ok
Kilowattrel,Kilowattrel,kilowattrel,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\kilowattrel.png,ok
Mabosstiff,Mabosstiff,mabosstiff,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\mabosstiff.png,ok
Grafaiai,Grafaiai,grafaiai,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\grafaiai.png,ok
Brambleghast,Brambleghast,brambleghast,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\brambleghast.png,ok
Toedscruel,Toedscruel,toedscruel,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\toedscruel.png,ok
Klawf,Klawf,klawf,C:\Users\Richard\Documents\Python Projects\Pokemon Segmentation\5 Cluster\images\klawf.png,ok
